-,-,-
136, -58, 940
154, -38, 962
170, -106, 930
150, -179, 948
122, -156, 1021
122, -156, 1021
154, -234, 1015
192, -439, 1118
156, -567, 1177
150, -540, 1105
135, -464, 1000
88, -349, 988
66, -281, 977
54, -248, 963
10, -100, 998
10, -100, 998
-27, 67, 980
-30, 144, 913
-8, 170, 849
-17, 318, 830
-17, 318, 830
-18, 490, 720
10, 580, 629
43, 660, 533
46, 727, 453
46, 727, 453
-1, 759, 507
11, 788, 566
22, 811, 658
22, 777, 688
22, 777, 688
3, 667, 784
-14, 544, 897
15, 416, 1065
204, 223, 1137
204, 223, 1137
269, 5, 1339
192, -215, 1614
143, -356, 1657
85, -457, 1636
43, -425, 1565
29, -378, 1439
79, -416, 1347
126, -468, 1377
126, -468, 1377
134, -440, 1320
108, -406, 1262
78, -394, 1121
29, -344, 1038
-6, -318, 1069
-39, -228, 1035
-82, -75, 978
-75, -10, 967
-58, 106, 920
-58, 106, 920
-68, 351, 1020
-88, 552, 1073
-84, 696, 1019
-62, 758, 997
-10, 718, 957
6, 693, 1036
6, 693, 1036
9, 627, 1019
35, 493, 965
42, 363, 980
42, 363, 980
33, 253, 982
35, 148, 941
-,-,-
94, -283, 926
157, -338, 804
220, -458, 846
235, -511, 967
217, -586, 941
217, -586, 941
152, -599, 1010
106, -541, 1042
117, -586, 984
117, -537, 945
93, -353, 926
33, -121, 931
1, -16, 921
1, -16, 921
0, 96, 944
31, 170, 982
77, 174, 1010
77, 174, 1010
75, 275, 1069
51, 364, 1105
71, 328, 1100
132, 311, 1029
176, 275, 954
176, 275, 954
192, 276, 897
182, 317, 854
181, 347, 833
169, 371, 830
108, 422, 867
108, 422, 867
65, 438, 824
67, 422, 884
78, 425, 831
36, 450, 781
36, 450, 781
-24, 522, 823
-55, 589, 801
-9, 570, 788
62, 365, 774
62, 365, 774
56, 208, 898
28, 96, 1023
-29, 50, 1074
-29, 50, 1074
-11, -63, 1129
-74, -105, 1125
-71, -214, 1135
-86, -290, 1285
-44, -421, 1314
-13, -424, 1266
12, -395, 1252
24, -438, 1364
38, -430, 1315
36, -376, 1244
36, -376, 1244
32, -249, 1188
24, -182, 1081
12, -155, 1203
-38, -90, 1047
-59, -147, 1110
-79, -142, 1168
-72, -160, 1094
-58, -242, 1048
-52, -323, 1037
-61, -406, 1037
-61, -480, 1041
-61, -480, 1041
-78, -545, 1004
-118, -483, 1006
-142, -404, 980
-152, -355, 987
-169, -270, 999
-150, -178, 997
-90, -114, 958
-62, 1, 990
-59, 164, 1003
-88, 336, 975
-88, 336, 975
-132, 530, 1078
-128, 611, 1105
-,-,-
162, -349, 872
188, -359, 815
189, -404, 883
229, -498, 904
232, -576, 950
229, -628, 930
206, -714, 938
174, -749, 918
193, -715, 848
193, -715, 848
189, -642, 841
94, -497, 919
68, -354, 827
77, -191, 817
73, -74, 830
73, -74, 962
14, 131, 962
2, 296, 1016
31, 315, 1033
43, 304, 1087
43, 304, 1087
23, 369, 1149
47, 428, 1096
105, 442, 1094
141, 402, 1067
136, 417, 1071
119, 478, 1041
130, 448, 975
130, 448, 975
167, 372, 851
162, 361, 786
125, 389, 813
89, 407, 801
89, 407, 801
73, 392, 744
60, 378, 746
52, 352, 785
16, 372, 786
16, 372, 786
37, 355, 787
37, 354, 807
35, 344, 738
35, 344, 738
14, 315, 799
21, 139, 926
-13, 54, 1017
-9, -110, 1081
-40, -213, 1252
-40, -213, 1252
-34, -249, 1347
-53, -281, 1239
37, -492, 1355
75, -519, 1396
113, -427, 1293
109, -311, 1227
167, -390, 1164
169, -402, 1304
152, -380, 1278
127, -336, 1169
96, -286, 1125
68, -251, 1107
68, -251, 1107
60, -290, 1051
59, -349, 1038
31, -339, 989
-1, -404, 936
-24, -426, 962
-46, -444, 1042
-53, -461, 967
-73, -434, 970
-73, -434, 970
-130, -342, 1033
-133, -245, 985
-104, -189, 894
-134, -92, 856
-144, -18, 863
-170, 281, 933
-185, 596, 963
-168, 791, 1002
-157, 996, 976
-187, 1030, 1067
-,-,-
219, -591, 800
209, -587, 900
209, -587, 900
212, -658, 910
202, -817, 995
198, -906, 1015
186, -839, 915
161, -741, 860
164, -610, 843
119, -528, 892
86, -493, 881
86, -493, 881
76, -351, 861
126, -179, 852
166, -86, 866
153, 0, 922
176, 100, 935
176, 100, 935
204, 228, 980
219, 387, 1007
209, 483, 1032
235, 489, 1039
282, 495, 1002
309, 500, 929
309, 500, 929
316, 502, 885
330, 456, 859
335, 405, 823
309, 361, 774
254, 319, 756
254, 319, 756
186, 327, 701
159, 357, 672
155, 352, 658
140, 303, 680
46, 326, 730
46, 326, 730
42, 363, 720
139, 328, 860
137, 262, 1060
98, 173, 1102
98, 173, 1102
-11, 193, 1168
-69, 312, 1145
-43, 90, 1209
-19, -188, 1369
-26, -282, 1413
-4, -233, 1235
95, -458, 1167
192, -676, 1385
223, -661, 1387
223, -661, 1387
203, -622, 1317
208, -576, 1261
210, -479, 1212
199, -434, 1101
170, -341, 1041
137, -328, 988
107, -303, 1047
98, -329, 1069
94, -357, 1031
55, -371, 1014
-13, -372, 1047
-47, -340, 1044
-48, -355, 1054
-48, -355, 1054
-51, -382, 1065
-69, -358, 1155
-84, -306, 1239
-130, -60, 1167
-140, 117, 1006
-171, 326, 919
-124, 516, 871
-11, 542, 811
1, 626, 865
-,-,-
218, -526, 788
230, -578, 823
266, -698, 820
197, -719, 878
129, -698, 828
129, -698, 828
74, -705, 786
53, -746, 821
39, -728, 794
19, -651, 833
64, -531, 873
64, -531, 873
100, -417, 756
140, -256, 805
165, -33, 730
178, 183, 829
250, 323, 836
269, 445, 919
269, 445, 919
197, 698, 1051
234, 884, 1017
330, 929, 1052
382, 951, 1001
373, 983, 949
363, 981, 970
363, 981, 970
364, 953, 947
355, 888, 857
324, 772, 824
290, 653, 788
223, 607, 696
223, 607, 696
117, 632, 525
71, 553, 587
60, 267, 650
132, 21, 879
132, 21, 879
7, 77, 845
-142, 122, 953
-94, -190, 1234
-7, -500, 1502
40, -523, 1551
40, -523, 1551
77, -430, 1428
191, -609, 1300
266, -839, 1519
208, -743, 1608
191, -710, 1441
194, -700, 1286
189, -659, 1158
178, -632, 1013
112, -657, 986
27, -634, 1002
-46, -514, 992
-46, -514, 992
-82, -439, 951
-138, -422, 1085
-218, -337, 1124
-273, -131, 1096
-224, -49, 1051
-184, 194, 983
-,-,-
155, -964, 417
66, -1005, 571
62, -1080, 595
30, -1083, 713
27, -982, 727
27, -982, 727
-3, -823, 769
-64, -647, 852
-3, -416, 756
122, -390, 711
202, -227, 748
185, 16, 849
185, 16, 849
181, 193, 897
257, 360, 907
317, 496, 1008
341, 628, 1042
351, 695, 1084
351, 695, 1084
352, 797, 1058
350, 941, 1021
353, 1083, 997
364, 1092, 962
382, 991, 917
396, 831, 854
396, 831, 854
375, 717, 783
328, 653, 750
236, 638, 659
130, 730, 492
95, 691, 500
95, 691, 500
68, 663, 535
37, 550, 565
33, 473, 599
-111, 519, 662
-111, 519, 662
-244, 282, 1002
-78, -339, 1428
304, -925, 1742
349, -765, 1534
331, -645, 1395
313, -681, 1533
234, -725, 1586
129, -573, 1508
97, -523, 1260
102, -531, 1154
149, -617, 1187
193, -695, 1184
172, -754, 1095
81, -763, 1086
81, -763, 1086
-58, -645, 1203
-110, -453, 993
-,-,-
114, -658, 764
93, -716, 791
93, -716, 791
82, -821, 859
137, -928, 854
157, -986, 873
143, -962, 872
98, -837, 775
54, -651, 715
54, -651, 715
123, -444, 777
202, -307, 801
259, -289, 653
199, -7, 720
248, 275, 798
248, 275, 798
302, 496, 860
288, 654, 932
302, 750, 902
315, 915, 871
327, 1049, 882
327, 1049, 882
303, 1138, 854
282, 1093, 815
269, 1002, 756
282, 856, 737
289, 712, 681
261, 608, 657
185, 609, 631
185, 609, 631
108, 641, 596
62, 585, 608
76, 452, 793
10, 513, 921
10, 513, 921
13, 362, 981
-13, 283, 1308
32, 81, 1538
156, -274, 1392
194, -594, 1519
194, -594, 1519
163, -550, 1513
183, -579, 1533
198, -741, 1574
285, -838, 1633
393, -759, 1347
450, -759, 1234
433, -692, 1220
340, -727, 1263
237, -725, 1196
114, -610, 1108
-19, -548, 1111
-117, -443, 1085
-188, -294, 983
-233, -175, 976
-280, -79, 1153
-269, 96, 1183
-269, 96, 1183
-115, 159, 944
42, 291, 821
59, 589, 966
58, 880, 1033
192, 1030, 891
313, 1157, 726
313, 1157, 726
368, 1146, 778
306, 1069, 834
-,-,-
95, -838, 595
139, -823, 664
150, -814, 750
164, -788, 712
184, -746, 656
183, -696, 681
183, -696, 681
186, -610, 697
178, -458, 729
213, -276, 733
266, -68, 759
278, 164, 802
260, 367, 934
288, 559, 1053
288, 559, 1053
375, 655, 1101
449, 666, 1147
488, 668, 1090
498, 700, 1044
508, 689, 1006
555, 631, 936
559, 563, 865
559, 563, 865
496, 534, 832
382, 598, 758
315, 608, 703
296, 553, 588
297, 491, 485
297, 491, 485
270, 453, 422
214, 490, 453
196, 523, 534
206, 341, 594
131, 166, 758
131, 166, 758
4, 36, 1085
78, -156, 1456
173, -300, 1644
185, -388, 1627
190, -445, 1550
245, -606, 1658
299, -718, 1668
278, -663, 1535
278, -663, 1535
268, -626, 1357
301, -696, 1258
299, -655, 1212
252, -519, 1112
217, -458, 1001
177, -491, 911
88, -449, 923
-51, -414, 913
-147, -353, 952
-154, -430, 979
-166, -547, 1091
-251, -339, 1147
-268, -58, 1116
-208, 209, 1065
-208, 209, 1065
-167, 436, 1000
-174, 752, 1055
-7, 1027, 1104
-,-,-
83, -726, 821
83, -726, 821
60, -799, 846
16, -904, 905
18, -969, 953
27, -1002, 937
3, -1064, 978
-49, -1060, 981
-49, -1060, 981
-58, -937, 922
-62, -797, 838
-60, -623, 844
-51, -495, 790
-5, -307, 772
47, -15, 823
105, 262, 878
105, 262, 878
132, 498, 871
215, 647, 868
275, 726, 939
356, 782, 969
422, 820, 970
422, 820, 970
447, 842, 971
471, 852, 894
453, 867, 824
424, 879, 752
390, 856, 645
390, 856, 645
338, 862, 523
269, 882, 431
249, 792, 398
217, 671, 426
101, 634, 607
101, 634, 607
26, 653, 719
20, 469, 906
127, 105, 1085
84, -106, 1261
58, -386, 1402
58, -386, 1402
115, -531, 1559
191, -626, 1583
257, -745, 1358
207, -776, 1301
154, -769, 1404
125, -792, 1524
104, -812, 1498
114, -782, 1459
145, -739, 1312
108, -744, 1168
25, -720, 1147
-79, -676, 1137
-130, -584, 1145
-94, -528, 1074
-58, -559, 1001
-58, -559, 1001
-56, -366, 983
-114, 33, 983
-114, 352, 1019
-71, 594, 1009
-,-,-
95, -733, 694
111, -768, 695
83, -815, 759
87, -837, 798
83, -886, 808
83, -886, 808
77, -935, 869
44, -916, 927
44, -873, 866
58, -823, 802
